Source,Target
Israel nach Bezirk,Staatliche Verwaltungseinheit als Thema
Vereinigte Staaten nach County,Vereinigte Staaten
Vereinigte Staaten nach County,Staatliche Verwaltungseinheit als Thema
Italien,Staat als Thema
Migration,Demografie
Migration,Kulturgeographie
Zeitliche Systematik,!Hauptkategorie
Rhein-Main-Gebiet,Region als Thema
Rhein-Main-Gebiet,Europa nach Region
Rhein-Main-Gebiet,Deutschland nach Region
Person (Organisationen),Organisationen
Person (Organisationen),Person nach Sachgebiet
Onomastik,Historische Hilfswissenschaften
Onomastik,Etymologie
Eurasien,Kontinent als Thema
Ehrendoktor,Person nach Auszeichnung
Kontinent als Thema,Erde
Asien,Kontinent als Thema
Asien,Eurasien
Zuordnung nach Jahrtausend,Zeitliche Systematik
Gesellschaftsform,Gesellschaftliches System
Regierungsbezirk Darmstadt,Hessen nach Regierungsbezirk
Religionen,Religion
Wissen nach Staat,Wissen nach räumlicher Zuordnung
Wissen nach Staat,Thema nach Staat
Rechtsextremismus,Politische Ideologie
Rechtsextremismus,Soziale Bewegung als Thema
Südhessen,Hessen nach Region
Südhessen,Europa nach Region
Südhessen,Region als Thema
Thema nach Epoche,Zeitliche Sachsystematik
Literatur,Kunst nach Gattung
Literatur,Kommunikation und Medien
Staaten,Erde
Person (Kunst),Person (Kunst und Kultur)
Tschechien nach Kraj,Tschechien
Tschechien nach Kraj,Staatliche Verwaltungseinheit als Thema
Tschechien nach Kraj,NUTS-3-Region als Thema
Hessen nach Gemeinde,Deutschland nach Gemeinde
Hessen nach Gemeinde,Hessen
Hochschulwesen,Akademische Bildung
Personen (Gesellschaft),Personen nach Sachgebiet
Personen (Gesellschaft),Gesellschaft
Person (Hochschulwesen),Hochschulwesen
Person (Hochschulwesen),Person (Bildung)
Tschechien nach Gemeinde,Tschechien
Tschechien nach Gemeinde,Ort als Thema nach Staat
Tschechien nach Gemeinde,Staatliche Verwaltungseinheit als Thema
"Person nach Tätigkeit, Funktion oder Titel",Person
Geisteswissenschaft,Wissenschaft nach Fachgebiet
Mecklenburg-Vorpommern,Deutschland nach Bundesland
Mecklenburg-Vorpommern,Norddeutschland
Geschichte nach Kontinent,Geschichte nach räumlicher Zuordnung
Geschichte nach Kontinent,Thema nach Kontinent
Bildung in Mecklenburg-Vorpommern nach Gemeinde,Bildung in Mecklenburg-Vorpommern
Weltraum,Räumliche Systematik
Organisationen (Bildung),Organisation (Wissen)
Organisationen (Bildung),Bildung
Person (Recht) nach Rechtsgebiet,Person (Recht)
Person (Internationale Politik),Internationale Politik
Person (Internationale Politik),Person (Politik)
Wissenschaft in Mecklenburg-Vorpommern,Mecklenburg-Vorpommern
Wissenschaft in Mecklenburg-Vorpommern,Wissenschaft in Deutschland nach Bundesland
Geschichte nach räumlicher Zuordnung,Geschichte
Geschichte nach räumlicher Zuordnung,Räumliche Sachsystematik
Außenpolitik,Politikfeld
Außenpolitik,Internationale Politik
Zeitliche Sachsystematik,Zeitliche Systematik
Zeitliche Sachsystematik,Sachsystematik
Schweden,Staat als Thema
Schweden,Skandinavien
Bayern nach Regierungsbezirk,Bayern
Vorderasien,Region als Thema
Vorderasien,Asien nach Region
Provinz Nordholland,Niederlande nach Provinz
Provinz Nordholland,Holland
Person (Politik),Person nach Sachgebiet
Person (Politik),Personen (Politik)
Umwelt und Natur,Sachsystematik
Organisationen (Wissen),Organisationen nach Sachgebiet
Organisationen (Wissen),Wissen
Akademische Bildung nach Staat,Akademische Bildung
Akademische Bildung nach Staat,Bildung nach Staat
Wissenschaft nach Fachgebiet,Wissenschaft
Wissenschaft nach Fachgebiet,Fachwissen
Organisationen nach Sachgebiet,Organisationen
Naturwissenschaft und Technik,Sachsystematik
Mecklenburg-Vorpommern nach Gemeinde,Deutschland nach Gemeinde
Mecklenburg-Vorpommern nach Gemeinde,Mecklenburg-Vorpommern
Landkreis Göttingen,Niedersachsen nach Landkreis
Interessenverband als Thema,Interessenverbände
Interessenverband als Thema,Politische Organisation als Thema
Wissenschaftspraxis,Wissenschaft
Wissenschaftspraxis,Wissenspraxis
Organisation als Thema nach Ort,Organisation als Thema
Organisation als Thema nach Ort,Organisationen nach Ort
Person nach Tätigkeit und Staat,Person nach Tätigkeit
Person nach Tätigkeit und Staat,Person nach Staat
Naher Osten,Orient
Naher Osten,Region als Thema
Wissenschaft nach räumlicher Zuordnung,Wissenschaft
Wissenschaft nach räumlicher Zuordnung,Wissen nach räumlicher Zuordnung
Veranstaltungen,Ereignisse
Wissen nach Ort,Wissen nach räumlicher Zuordnung
Wissen nach Ort,Thema nach Ort
Tschechien,Staat als Thema
Tschechien,Mitteleuropa
Recht nach Thema,Recht
Universitätsgeschichte,Bildungsgeschichte
Universitätsgeschichte,Wissenschaftsgeschichte nach Fachgebiet
Universitätsgeschichte,Universitätswesen
Bereichsethik,Ethik
Holland,Niederlande
Holland,Historische Niederlande
Historische Organisation als Thema,Organisation als Thema
Historische Organisation als Thema,Organisationengeschichte
Niederlande nach Provinz,Niederlande
Niederlande nach Provinz,Staatliche Verwaltungseinheit als Thema
Bildung nach Kanton (Schweiz),Bildung in der Schweiz
Gemeinschaft,
Königreich der Niederlande nach Gemeinde,Staatliche Verwaltungseinheit als Thema
Königreich der Niederlande nach Gemeinde,Ort als Thema nach Staat
Königreich der Niederlande nach Gemeinde,Königreich der Niederlande
Politikwissenschaft,Sozialwissenschaft
Politikwissenschaft,Politik
Bildung,Wissen
Norddeutschland,Deutschland nach Region
Norddeutschland,Europa nach Region
Norddeutschland,Region als Thema
Internationale Politik,Politik
Internationale Politik,Internationalität
Bildung in den Niederlanden,Niederlande
Bildung in den Niederlanden,Bildung nach Staat
,!Wikipedia
Bildung nach Staat,Thema nach Staat
Bildung nach Staat,Bildung nach räumlicher Zuordnung
Friedensbewegung,Soziale Bewegung als Thema
Friedensbewegung,Frieden
Person nach politischer Organisation,Person nach Organisation
Person nach politischer Organisation,Person (Politik)
Gesellschaft nach Kontinent,Thema nach Kontinent
Gesellschaft nach Kontinent,Gesellschaft nach räumlicher Zuordnung
Ereignisse,Sachsystematik
Organisationengeschichte,Organisationen
Organisationengeschichte,Geschichte nach Thema
Niedersachsen nach Landkreis,Niedersachsen
Niedersachsen nach Landkreis,Deutschland nach Landkreis
Orient,Kulturraum als Thema
Historische Niederlande,Historisches Gebiet als Thema
Historische Niederlande,Niederländische Geschichte
Fachwissen,Wissen
Frieden,Gesellschaft
Organisationen nach Ort,Thema nach Ort
Organisationen nach Ort,Organisationen
!Wikipedia,!Hauptkategorie
Ethik,Soziales Handeln und Verhalten
Internationalität,Sachsystematik
Personen (Politik),Personen nach Sachgebiet
Personen (Politik),Politik
Politik,Sachsystematik
Politische Organisation als Thema,Politische Organisationen
Politische Organisation als Thema,Organisation als Thema nach Sachgebiet
Wissenschaftsgeschichte nach Fachgebiet,Wissenschaftsgeschichte
Wissenschaftsgeschichte nach Fachgebiet,Wissenschaft nach Fachgebiet
Interessenverbände,Politische Organisationen
Interessenverbände,Lobbyismus
Asien nach Region,Asien
Asien nach Region,Region als Thema nach Kontinent
Sozialwissenschaft,Wissenschaft nach Fachgebiet
Sozialwissenschaft,Gesellschaft
Bildungsgeschichte,Bildung
Bildungsgeschichte,Geschichte nach Thema
Skandinavien,Europa nach Region
Recht,Sachsystematik
Thema nach Kontinent,Räumliche Sachsystematik
Thema nach Kontinent,Erde
Person (Recht),Person nach Sachgebiet
Person (Recht),Personen (Recht)
Politikfeld,Politik
NUTS-3-Region als Thema,Region als Thema
Organisation (Wissen),Organisation nach Sachgebiet
Organisation (Wissen),Organisationen (Wissen)
Person (Kunst und Kultur),Person nach Sachgebiet
Person (Kunst und Kultur),Personen (Kunst und Kultur)
Bildung in Mecklenburg-Vorpommern,Mecklenburg-Vorpommern
Bildung in Mecklenburg-Vorpommern,Bildung in Deutschland nach Bundesland
Kommunikation und Medien,Sachsystematik
Person (Bildung),Personen (Bildung)
Person (Bildung),Person nach Sachgebiet
Kunst nach Gattung,Kunst und Kultur
Hessen nach Region,Hessen
Hessen nach Region,Deutschland nach Region
Akademische Bildung,Bildung nach Zielgruppe
Akademische Bildung,Berufsbildung
Gesellschaftliches System,Gesellschaft
Etymologie,Wort
Etymologie,Historische Linguistik
Völkerverständigung,Internationale Politik
Völkerverständigung,Soziale Bewegung als Thema
Soziale Bewegung als Thema,Soziale Bewegungen
Region als Thema nach Kontinent,Region als Thema
Mitteldeutschland,Deutschland nach Region
Mitteldeutschland,Europa nach Region
Mitteldeutschland,Region als Thema
Politische Ideologie,Politische Theorie und Ideengeschichte
Politische Ideologie,Ideologie
Bildung in Nordamerika,Nordamerika
Bildung in Nordamerika,Bildung nach Kontinent
Historische Hilfswissenschaften,Geschichtswissenschaft
Slawen,Ethnische Gruppe in Europa als Thema
Wissen nach räumlicher Zuordnung,Wissen
Wissen nach räumlicher Zuordnung,Räumliche Sachsystematik
Kulturgeographie,Humangeographie
Kulturgeographie,Kulturwissenschaften
Politikfeld (Deutschland),Politikfeld
Politikfeld (Deutschland),Politik (Deutschland)
Hessen nach Regierungsbezirk,Hessen
Geschichte der deutschen Länder,Geschichte nach Region
Demografie,Sozialwissenschaft
Demografie,Bevölkerung
Lebensstadien,Sachsystematik
Außenpolitik nach Staat,Politik nach Staat
Außenpolitik nach Staat,Außenpolitik
Bevölkerungsgruppen,Bevölkerung
Bevölkerungsgruppen,Personengruppen
Bevölkerungsgruppen,Personen (Gesellschaft)
Kultur nach räumlicher Zuordnung,Kunst und Kultur nach räumlicher Zuordnung
Königreich der Niederlande,Staat als Thema
Politik (Vereinigte Staaten),Politik (Nordamerika)
Politik (Vereinigte Staaten),Politik nach Staat
Politik (Vereinigte Staaten),Vereinigte Staaten
Sprache,Kommunikation und Medien
Sprache,Kunst und Kultur
Staatsform als Thema,Politisches System
Staatsform als Thema,Staatsmodell als Thema
Bevölkerungsgruppe als Thema,Personengruppe als Thema
Bevölkerungsgruppe als Thema,Bevölkerungsgruppen
Politikgeschichte,Politik
Politikgeschichte,Geschichte nach Thema
Person (Vereinigte Staaten) nach Tätigkeit,Person (Vereinigte Staaten)
Person (Vereinigte Staaten) nach Tätigkeit,Person nach Tätigkeit und Staat
Germanistik,Deutsche Sprache
Germanistik,Philologie
Minderheiten,Bevölkerungsgruppen
Kultur nach Kontinent,Kultur nach räumlicher Zuordnung
Kultur nach Kontinent,Thema nach Kontinent
Indogermanische Sprachen,Sprache nach Sprachfamilie
Interkulturalität,Kunst und Kultur
Staatsmodell als Thema,Politisches System
Staatsmodell als Thema,Staaten
Kunst und Kultur nach räumlicher Zuordnung,Räumliche Sachsystematik
Kunst und Kultur nach räumlicher Zuordnung,Kunst und Kultur
Bevölkerung,Gesellschaft
Sprache nach Sprachfamilie,Sprache
Personengruppen,Personen
Politik (Deutschland),Politik nach Staat
Politik (Deutschland),Politik (Europa)
Politik (Deutschland),Deutschland
Philologie,Sprachwissenschaft
Philologie,Literaturwissenschaft
Politisches System,Politik
Kulturwissenschaften,Geisteswissenschaft
Kulturwissenschaften,Kunst und Kultur
Personengruppe als Thema,Personengruppen
Politik (Nordamerika),Politik (Amerika)
Politik (Nordamerika),Nordamerika
Politik nach Staat,Politik nach räumlicher Zuordnung
Politik nach Staat,Thema nach Staat
Ideologie,Gesellschaft
Historische Linguistik,Sprachwissenschaft
Bildung nach Zielgruppe,Bildung
Humangeographie,Allgemeine Geographie
Humangeographie,Sozialwissenschaft
Politische Theorie und Ideengeschichte,Politikwissenschaft
Wort,Sprachwissenschaft
Kunst und Kultur,Sachsystematik
Bildung nach Kontinent,Bildung nach räumlicher Zuordnung
Bildung nach Kontinent,Thema nach Kontinent
Personen (Bildung),Person (Wissen)
Personen (Bildung),Bildung
Personen (Kunst und Kultur),Personen nach Sachgebiet
Personen (Kunst und Kultur),Kunst und Kultur
Nordamerika,Amerika
Nordamerika,Kontinent als Thema
Berufsbildung,Berufskunde
Berufsbildung,Pädagogische Fachrichtung
Berufsbildung,Bildung nach Zielgruppe
Organisation nach Sachgebiet,Organisation
Organisation nach Sachgebiet,Organisationen nach Sachgebiet
Politische Organisationen,Organisationen (Politik)
Politische Organisationen,Organisationen nach Zweck
Personen (Recht),Personen nach Sachgebiet
Personen (Recht),Recht
Lobbyismus,Politisches Instrument
Lobbyismus,Politische Strategie
Lobbyismus,Medien und Politik
Lobbyismus,Organisationskommunikation
Deutschland nach Landkreis,Deutschland
Deutschland nach Landkreis,Staatliche Verwaltungseinheit als Thema
Deutschland nach Landkreis,NUTS-3-Region als Thema
Niederländische Geschichte,Geschichte nach Staat
Niederländische Geschichte,Niederlande
Niederländische Geschichte,Europäische Geschichte
Wissenschaftsgeschichte,Wissenschaft nach Fachgebiet
Wissenschaftsgeschichte,Geschichte nach Thema
Geschichte nach Thema,Geschichte
Kulturraum als Thema,Erde
Soziales Handeln und Verhalten,Handlung und Verhalten
Soziales Handeln und Verhalten,Gesellschaft
Organisationskommunikation,Kommunikationspolitik
Politische Strategie,Politik
Organisationen nach Zweck,Organisationen
Handlung und Verhalten,Anthropologie
Medien und Politik,Medien im Kontext
Medien und Politik,Kommunikation und Medien (Politik)
Politisches Instrument,Politik
Organisationen (Politik),Politik
Organisationen (Politik),Organisationen nach Sachgebiet
Organisation,Organisationen
Berufskunde,Arbeitswelt
Politik (Amerika),Politik nach Kontinent
Politik (Amerika),Amerika
Politik nach räumlicher Zuordnung,Politik
Politik nach räumlicher Zuordnung,Räumliche Sachsystematik
Pädagogische Fachrichtung,Pädagogik
Pädagogische Fachrichtung,Bildung nach Inhalt
Allgemeine Geographie,Geographie nach Fachgebiet
Allgemeine Geographie,Geowissenschaft
Literaturwissenschaft,Geisteswissenschaft
Literaturwissenschaft,Literatur
Sprachwissenschaft,Sprache
Sprachwissenschaft,Geisteswissenschaft
Politik (Europa),Politik nach Kontinent
Politik (Europa),Europa
Geographie nach Fachgebiet,Geographie
Pädagogik,Geisteswissenschaft
Pädagogik,Sozialwissenschaft
Pädagogik,Bildungswissenschaft
Bildung nach Inhalt,Bildung
Politik nach Kontinent,Politik nach räumlicher Zuordnung
Politik nach Kontinent,Thema nach Kontinent
Geowissenschaft,Naturwissenschaft
Arbeitswelt,Gesellschaft
Arbeitswelt,Wirtschaft
Kommunikationspolitik,Kommunikation
Kommunikationspolitik,%C3%96ffentlichkeit
Kommunikation und Medien (Politik),Politik
Kommunikation und Medien (Politik),Kommunikation und Medien
Anthropologie,Sozialwissenschaft
Anthropologie,Kulturwissenschaft
Anthropologie,Humanwissenschaften
Medien im Kontext,Medien
Humanwissenschaften,Wissenschaft nach Fachgebiet
%C3%96ffentlichkeit,Gesellschaft
Medien,Kommunikation und Medien
Kulturwissenschaft,Kulturwissenschaften
Kommunikation,Kommunikation und Medien
Wirtschaft,Sachsystematik
Bildungswissenschaft,Bildung
Bildungswissenschaft,Wissenschaft nach Fachgebiet
Geographie,Sachsystematik
